entrytype,entrysubtype,key,title,author,editor,sortname,journaltitle,booktitle,series,organization,presort,url,date,urldate,isbn,issn,publisher,location,pages,volume,number,keywords,addendum,abstract,annotation,SS Rec Type,SS UID,Link Text,Larger Work,ID,Type,Orig Date,,,,
online,f,semver,Semantic Versioning,,,,,,,,,https://semver.org/,,2025-11-19,,,,,,,,"fonts, font tools",,,,,,,,,,,,,,
book,,shakya2002,Alphabet of the Nepalese Script,Rabison Shakya,,Shakya,,,,,,,2002,,99933-34-36-7,,,"Patan, Nepal",,,,"script-newa, script-ranj, lang-new",,,"A handbook of the three Newar scripts of Nepal, Prachalit, Ranjana and Bhujimol. A limited description of the development and current use of each of the scripts is provided, with detailed information and drawings relating to the formation of each character. A short Newar-English-Nepali dictionary is also included.",book,dlsbm4g6uv,,,99933-34-36-7,,2002,,,,
online,,sharada-resources,Resources for Sharada,Richard Ishida,,Ishida,,,,,,https://typo.social/@ri/114069418775010682,,2025-03-03,,,,,,,,script-shrd,,,These resources include references to the additional Kashmiri vowel characters that will be included in Unicode 17.,webpage,cgfcnbkcvn,Resources for Sharada,typo.social,,,accessed 2025-03-03,,,,
book,,sharer2006,The Ancient Maya,Robert J. Sharer and Loa P. Traxler,,Sharer,,,,,,,2006,,,,Stanford University Press,"Stanford, CA",,,,script-maya,,,,book,mmwkke2vaa,,,,,2006,,,,
online,,sherwood2011,"Jenticha — 1942 AD, Nepal",Kaitlin Duck Sherwood,,Sherwood,,,,,,http://glyphs.webfoot.com/blog/2011/04/30/jenticha-1942-ad-india/,2011-04-30,,,,,,,,,script-sunu,,,"Glyph of the Day is a website set up by Kaitlin Duck Sherwood to give a snapshot of a different script every day, often with a focus on a particular character. On April 30th, 2011 the site featured the Jenticha script.(CR)(CR)(Please note that the Jenticha Unicode proposal linked to from this web page has been superseded by a newer version.)",webpage,ebq9e2ajdd,"Jenticha — 1942 AD, Nepal",,,,2011-04-30,,,,
online,,shoulson,Overview of Visible Speech,Mark E. Shoulson,,Shoulson,,,,,,http://web.meson.org/write/vs-overview.php,,2010-10-22,,,,,,,,script-visp,,,,webpage,ua332qts6y,Overview of Visible Speech,,,,"Accessed 22 October, 2010",,,,
online,,shoulson2006,Visible Speech,Mark E. Shoulson,,Shoulson,,,,,,http://web.meson.org/write/vispeech.php,2006-02-08,,,,,,,,,script-visp,,,"This is Mark Shoulson's page, written to accompany his Visible Speech font. The page focuses on the development and use of the script, rather than providing technical orthographic information, but is an interesting historical overview. Shoulson also provides links to other pages about Visible Speech, including some scanned images of the script in use.",webpage,cfuj8lfcc7,Visible Speech,,,,Published 2006-02-08,,,,
book,,siddalingaiah,ABC of Tamil Book One,T. B. Siddalingaiah,,Siddalingaiah,,,,,,http://tamilvu.org/coresite/download/ABC_Tamil.pdf,,,,,Tamil Virtual University,,,,,script-taml,,,,book,kx6t96pe42,ABC of Tamil ebook,,,,,,,,
article,,sidwell2008,The Khom script of the Kommodam Rebellion,Paul Sidwell,,Sidwell,International Journal of the Sociology of Language,,,,,http://dx.doi.org/10.1515/IJSL.2008.032,2008,,,1613-3668,,,15-25,2008,192,"script-zzzz, lang-lbo",,"This article describes a previously undescribed script from Laos. The script was used by a political leader as part of his resistance effort against the colonial French, used to symbolize his power more than to communicate factual content. The script is unique in the way it has separate symbols for syllable onsets and codas.",This article describes the Khom script of Laos.,journal,crxf2u4xbe,,International Journal of the Sociology of Language,1613-3668,,,,,,
online,,signwriting-transcription-systems,Writing the Same Signs in Different Transcription Systems,,,,,,,SignWriting,,http://www.signwriting.org/forums/linguistics/ling001.html,,2023-08-07,,,,,,,,"script-qaaq, script-qabn, script-sgnw, lang-ase, conversion, transcription",,,"This page presents a small selection of words as represented in SignWriting, Stokoe Notation, and HamNoSys for the purpose of comparison. A photograph of a person signing each word in American Sign Language is also provided.",webpage,wd5pn79rpw,Writing the Same Signs in Different Transcription Systems,,,,Accessed 2023-08-07,,,,
online,f,sil-fonts,Fonts,,,,,,,SIL,,https://software.sil.org/fonts,,2025-11-19,,,,,,,,"fonts, font sources",,,,,,,SIL,,,,,,,
online,f,sil-fonts-axis,Using Axis-Based Font Families,,,,,,,SIL,15,https://software.sil.org/fonts/axis-based-fonts,,2025-11-19,,,,,,,,"fonts, distribution",,,,,,,SIL,,,,,,,
online,f,sil-fonts-faq,Font FAQ,,,,,,,SIL,,https://software.sil.org/fonts/faq,,2025-11-19,,,,,,,,fonts,,,,,,,SIL,,,,,,,
online,f,sil-fonts-features,Using Font Features,,,,,,,SIL,15,https://software.sil.org/fonts/features,,2025-11-19,,,,,,,,"fonts, opentype",,,,,,,SIL,,,,,,,
online,f,sil-fonts-help,Font Help Guides,,,,,,,SIL,15,https://software.sil.org/fonts/guides,,2025-11-19,,,,,,,,fonts,,,,,,,SIL,,,,,,,
online,f,sil-fonts-web,Using SIL Fonts on Web Pages,,,,,,,SIL,15,https://software.sil.org/fonts/webfonts,,2025-11-19,,,,,,,,"fonts, distribution",,,,,,,SIL,,,,,,,
online,f,sil-pua,SIL's Private Use Area (PUA),Lorna Evans,,Evans,,,,,,https://github.com/silnrsi/unicode-resources/tree/main/sil-pua,2023-09-01,2025-11-19,,,,,,,,"script-latn, script-cyrl, script-hebr, script-ethi, encoding",,,This page contains information about SIL's PUA and about fonts which support characters encoded there.,webpage,f2dnsfgy5v,SIL PUA,,,,Published 2023-09,,,,
online,f,sil-wstech-contact,Contact Writing Systems Technology,,,,,,,SIL,,https://software.sil.org/wstech/contact-wstech/,,2025-11-19,,,,,,,,computing,,,,,,,SIL,,,,,,,
online,,silabario-woleai,Silabario Woleai,,,,,,,,,http://www.proel.org/index.php?pagina=alfabetos/woleai,,2011-08-24,,,,,,,,script-wole,,,"This page (in Spanish) describes the discovery of the Woleai script in the early 20th century, and discusses some of the script's features.",webpage,p4xwlzslgn,Silabario Woleai,,,,Accessed 2011-08-24,,,,
online,f,sile,SILE,,,,,,,,,https://sile-typesetter.org/,,2025-11-19,,,,,,,,layout,,,,,,,,,,,,,,
article,,singh2007,Written Manipuri (Meiteiron) - Phoneme to Grapheme Correspondence,Leihaorambam Sarbajit Singh and Kabita Thaoroijam and Pradip Kumar Das,,Singh,Language in India,,,,,http://www.languageinindia.com/june2007/meiteiphoneme.pdf,2007-06-01,,,,,,,7,,script-mtei,,,,journal,mph7enjkvy,Written Manipuri,Language in India,,,June 2007,,,,
book,,sirk1983,The Buginese Language,Uli Sirk,,Sirk,,,Languages of Africa and Asia,,,,1983,,,,"Nauka, Central Dept of Oriental Literature",Moscow,,,,script-bugi,,,,book,7ec2he3afh,,Languages of Africa and Asia,,,1983,,,,
inproceedings,,slager2008,A Brief Summary of Liberian Indigenous Scripts,Tim Slager,,Slager,,Liberian Studies Association Conference,,,,https://cefliberia.org/wp-content/uploads/2016/12/IndigenousScripts.pdf,2008,,,,,"Toledo, OH",,,,"script-bass, script-kpel",,,"The relatively small country of Liberia boasts no fewer than six original scripts, more than any other country in Africa. In this paper Tim Slager describes the development and the distinguishing features of each.",academic,ecb784g9hf,A brief summary of Liberian indigenous scripts,Liberian Studies Association Conference,,paper,2008,,,,
online,f,sldr-repo,SIL Locale Data Repository,,,,,,,,,https://github.com/silnrsi/sldr,,2025-11-19,,,,,,,,"writing systems, locale data",,,,,,,Github,,,,,,,
online,f,sldrtool,SLDR tools,,,,,,,,,https://github.com/silnrsi/sldrtools,,2025-11-19,,,,,,,,"writing systems, locale data",,,,,,,Github,,,,,,,
article,,sliva2008,Missionary contributions toward the revaluation of Hangeul in late nineteenth-century Korea,David J. Silva,,Sliva,International Journal of the Sociology of Language,,,,,,2008,,,1613-3668,,,57-74,2008,192,"script-hang, lang-kor",,"Soon after their arrival to Korea, Christian missionaries were confronted by decisions regarding how they would present written materials to the Korean people. While many Koreans used their indigenous script (Hangeul) for everyday purposes, higher status literacy materials were expected to be presented using Chinese characters (Hanja), a system unfamiliar to most but considered more prestigious by all. In deciding to publish the majority of their materials in the more accessible but lower-status script, the missionaries contributed to a revaluation of Hangeul as a fully legitimate means of written communication in a broader range of functional domains.",An article on the revaluation of the Hangeul script.,journal,jjjpzf4pt9,,International Journal of the Sociology of Language,1613-3668,,,,,,
online,f,smith,smith,,,,,,,,,https://github.com/silnrsi/smith,,2025-11-19,,,,,,,,"fonts, font tools","System for font development, testing, and release",,,,,,Github,,,,,,,
inbook,,smith1996,Japanese Writing,Janet Shibamoto Smith,Peter T. Daniels and William Bright,Smith,,The World's Writing Systems,,,,,1996,,,,Oxford University Press,Oxford,209-216,,,"script-hrkt, script-jpan, script-hira, script-kana",,,,booksectn,y4cytwhejg,,The World's Writing Systems,,,1996,,,,
article,,song2010,Resistance to complexity interacting with visual shape—German and Korean orthography,Hye Jeong Song and Richard Wiese,,Song,Writing Systems Research,,,,,http://www.tandfonline.com/doi/abs/10.1093/wsr/wsq010,2010,,,,,,,2,2,"script-hang, script-latn, lang-deu, lang-kor",,,"This article is based on the linguistic theory of optimality, which proposes that language forms come about as a result of interactions between conflicting constraints. The article analyses the interaction between visibility and simplicity and its influence on orthographic forms. This interaction is represented by visual markers for vowel length and the restriction on the doubling of a vowel in German orthography, and by historical changes of letter shape and grapheme insertion in Korean orthography. The authors conclude that the interaction between visibility and simplicity results in two types of orthographic syllable in both German and Korean, and that these can be classified as either invisible or visible. (CR)(CR)Please note that this article requires a subscription to the journal in order to view it in full; if you are not a regular subscriber there is also an option to purchase short-term access to the article.",journal,jy9zssgu3t,Resistance to complexity interacting with visual shape—German and Korean orthography,Writing Systems Research,,,2010,,,,
online,f,sourcetree,Sourcetree,,,,,,,,,https://sourcetreeapp.com/,,2025-11-19,,,,,,,,"fonts, font tools",,,,,,,,,,,,,,
online,,ss-script-adlm,Adlam,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Adlm,,2025-11-17,,,,,,,,script-adlm,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-afak,Afaka,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Afak,,2025-11-17,,,,,,,,script-afak,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-aghb,Caucasian Albanian,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Aghb,,2025-11-17,,,,,,,,script-aghb,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-ahom,Ahom,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Ahom,,2025-11-17,,,,,,,,script-ahom,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-arab,Arabic,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Arab,,2025-11-17,,,,,,,,script-arab,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-aran,Arabic (Nastaliq variant),,,,,,,ScriptSource,10,https://scriptsource.org/scr/Aran,,2025-11-17,,,,,,,,script-aran,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-armi,Imperial Aramaic,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Armi,,2025-11-17,,,,,,,,script-armi,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-armn,Armenian,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Armn,,2025-11-17,,,,,,,,script-armn,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-avst,Avestan,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Avst,,2025-11-17,,,,,,,,script-avst,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-bali,Balinese,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Bali,,2025-11-17,,,,,,,,script-bali,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-bamu,Bamum,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Bamu,,2025-11-17,,,,,,,,script-bamu,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-bass,Bassa Vah,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Bass,,2025-11-17,,,,,,,,script-bass,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-batk,Batak,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Batk,,2025-11-17,,,,,,,,script-batk,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-beng,Bengali (Bangla),,,,,,,ScriptSource,10,https://scriptsource.org/scr/Beng,,2025-11-17,,,,,,,,script-beng,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-berf,Beria Erfe,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Berf,,2025-11-17,,,,,,,,script-berf,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-bhks,Bhaiksuki,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Bhks,,2025-11-17,,,,,,,,script-bhks,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-blis,Blissymbols,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Blis,,2025-11-17,,,,,,,,script-blis,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-bopo,Bopomofo,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Bopo,,2025-11-17,,,,,,,,script-bopo,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-brah,Brahmi,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Brah,,2025-11-17,,,,,,,,script-brah,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-brai,Braille,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Brai,,2025-11-17,,,,,,,,script-brai,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-bugi,Buginese,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Bugi,,2025-11-17,,,,,,,,script-bugi,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-buhd,Buhid,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Buhd,,2025-11-17,,,,,,,,script-buhd,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-cakm,Chakma,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Cakm,,2025-11-17,,,,,,,,script-cakm,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-cans,Unified Canadian Aboriginal Syllabics,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Cans,,2025-11-17,,,,,,,,script-cans,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-cari,Carian,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Cari,,2025-11-17,,,,,,,,script-cari,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-cham,Cham,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Cham,,2025-11-17,,,,,,,,script-cham,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-cher,Cherokee,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Cher,,2025-11-17,,,,,,,,script-cher,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-chis,Chisoi,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Chis,,2025-11-17,,,,,,,,script-chis,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-chrs,Chorasmian,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Chrs,,2025-11-17,,,,,,,,script-chrs,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-cirt,Cirth,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Cirt,,2025-11-17,,,,,,,,script-cirt,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-copt,Coptic,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Copt,,2025-11-17,,,,,,,,script-copt,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-cpmn,Cypro-Minoan,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Cpmn,,2025-11-17,,,,,,,,script-cpmn,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-cprt,Cypriot syllabary,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Cprt,,2025-11-17,,,,,,,,script-cprt,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-cyrl,Cyrillic,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Cyrl,,2025-11-17,,,,,,,,script-cyrl,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-cyrs,Cyrillic (Old Church Slavonic variant),,,,,,,ScriptSource,10,https://scriptsource.org/scr/Cyrs,,2025-11-17,,,,,,,,script-cyrs,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-deva,Devanagari (Nagari),,,,,,,ScriptSource,10,https://scriptsource.org/scr/Deva,,2025-11-17,,,,,,,,script-deva,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-diak,Dives Akuru,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Diak,,2025-11-17,,,,,,,,script-diak,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-dogr,Dogra,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Dogr,,2025-11-17,,,,,,,,script-dogr,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-dsrt,Deseret (Mormon),,,,,,,ScriptSource,10,https://scriptsource.org/scr/Dsrt,,2025-11-17,,,,,,,,script-dsrt,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-dupl,"Duployan shorthand, Duployan stenography",,,,,,,ScriptSource,10,https://scriptsource.org/scr/Dupl,,2025-11-17,,,,,,,,script-dupl,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-egyd,Egyptian demotic,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Egyd,,2025-11-17,,,,,,,,script-egyd,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-egyh,Egyptian hieratic,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Egyh,,2025-11-17,,,,,,,,script-egyh,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-egyp,Egyptian hieroglyphs,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Egyp,,2025-11-17,,,,,,,,script-egyp,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-elba,Elbasan,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Elba,,2025-11-17,,,,,,,,script-elba,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-elym,Elymaic,,,,,,,ScriptSource,10,https://scriptsource.org/scr/Elym,,2025-11-17,,,,,,,,script-elym,,,,webpage,,,ScriptSource,,,,,,,
online,,ss-script-ethi,Ethiopic (Geʻez),,,,,,,ScriptSource,10,https://scriptsource.org/scr/Ethi,,2025-11-17,,,,,,,,script-ethi,,,,webpage,,,ScriptSource,,,,,,,
